date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:33:25	1407/1407	---M--	200	added ('OK')	image/png	etag:%2260dcc21f9610d11:0%22	https://daily.gate.vn/Skin/images/icon-checkin.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-checkin.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:25	1233/1233	---M--	200	added ('OK')	image/png	etag:%2292a39eb83411d11:0%22	https://daily.gate.vn/Skin/images/icon-calendar.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-calendar.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:26	1564/1564	---M--	200	added ('OK')	image/png	etag:%22e3158862c3fd11:0%22	https://daily.gate.vn/Skin/images/icon-excel.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-excel.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:26	350/350	---M--	200	added ('OK')	image/png	etag:%221ed384feca2cd11:0%22	https://daily.gate.vn/Skin/images/icon-pdf.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-pdf.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:26	350/350	---M--	200	added ('OK')	image/png	etag:%224a3f58f2ca2cd11:0%22	https://daily.gate.vn/Skin/images/icon-txt.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-txt.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:26	145348/145348	---M--	200	added ('OK')	application/octet-stream	etag:%220aa1ae655cfce1:0%22	https://daily.gate.vn/Skin/fonts/Roboto-Regular.ttf	E:/FPT/Template/Template/daily.gate.vn/Skin/fonts/Roboto-Regular.ttf	(from https://daily.gate.vn/Skin/css/style.css)
20:33:27	135820/135820	---M--	200	added ('OK')	application/octet-stream	etag:%220aa1ae655cfce1:0%22	https://daily.gate.vn/Skin/fonts/Roboto-Bold.ttf	E:/FPT/Template/Template/daily.gate.vn/Skin/fonts/Roboto-Bold.ttf	(from https://daily.gate.vn/Skin/css/style.css)
20:33:27	137308/137308	---M--	200	added ('OK')	application/octet-stream	etag:%220aa1ae655cfce1:0%22	https://daily.gate.vn/Skin/fonts/Roboto-Medium.ttf	E:/FPT/Template/Template/daily.gate.vn/Skin/fonts/Roboto-Medium.ttf	(from https://daily.gate.vn/Skin/css/style.css)
20:33:27	140276/140276	---M--	200	added ('OK')	application/octet-stream	etag:%220aa1ae655cfce1:0%22	https://daily.gate.vn/Skin/fonts/Roboto-Light.ttf	E:/FPT/Template/Template/daily.gate.vn/Skin/fonts/Roboto-Light.ttf	(from https://daily.gate.vn/Skin/css/style.css)
20:33:27	1134/1134	---M--	200	added ('OK')	image/png	etag:%222080515c9b5d11:0%22	https://daily.gate.vn/Skin/images/ico-radio.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/ico-radio.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:28	1190/1190	---M--	200	added ('OK')	image/png	etag:%223870ed6c9b5d11:0%22	https://daily.gate.vn/Skin/images/ico-radio-active.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/ico-radio-active.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:28	1410/1410	---M--	200	added ('OK')	image/png	etag:%22442a864bf4d11:0%22	https://daily.gate.vn/Skin/images/icon-phone.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-phone.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:28	1582/1582	---M--	200	added ('OK')	image/png	etag:%2220729274bf4d11:0%22	https://daily.gate.vn/Skin/images/icon-pass.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-pass.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:28	1713/1713	---M--	200	added ('OK')	image/png	etag:%22b85adb2cc4d11:0%22	https://daily.gate.vn/Skin/images/icon-hotline.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-hotline.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:29	2882/2882	---M--	200	added ('OK')	image/png	etag:%22b661086ce4d11:0%22	https://daily.gate.vn/Skin/images/step1-hover.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/step1-hover.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:29	3215/3215	---M--	200	added ('OK')	image/png	etag:%224b85e2e0ce4d11:0%22	https://daily.gate.vn/Skin/images/step2-hover.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/step2-hover.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:29	2757/2757	---M--	200	added ('OK')	image/png	etag:%223bf81059cf4d11:0%22	https://daily.gate.vn/Skin/images/step3-hover.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/step3-hover.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:29	2665/2665	---M--	200	added ('OK')	image/png	etag:%228b3cc119cf4d11:0%22	https://daily.gate.vn/Skin/images/step1.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/step1.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:30	2760/2760	---M--	200	added ('OK')	image/png	etag:%225b57f78fce4d11:0%22	https://daily.gate.vn/Skin/images/step2.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/step2.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:30	2539/2539	---M--	200	added ('OK')	image/png	etag:%22cbb5ca98ce4d11:0%22	https://daily.gate.vn/Skin/images/step3.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/step3.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:30	1625/1625	---M--	200	added ('OK')	image/png	etag:%22a5f34d85655d11:0%22	https://daily.gate.vn/Skin/images/icon-user.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-user.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:30	1471/1471	---M--	200	added ('OK')	image/png	etag:%22cb472e8f655d11:0%22	https://daily.gate.vn/Skin/images/icon-id.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-id.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:31	1570/1570	---M--	200	added ('OK')	image/png	etag:%225b63b898655d11:0%22	https://daily.gate.vn/Skin/images/icon-email.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-email.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:31	1566/1566	---M--	200	added ('OK')	image/png	etag:%22d83b3a3655d11:0%22	https://daily.gate.vn/Skin/images/icon-home.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-home.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:31	2692/2692	---M--	200	added ('OK')	image/png	etag:%2268d68bdc3a6d11:0%22	https://daily.gate.vn/Skin/images/icon-temple.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-temple.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:31	1204/1204	---M--	200	added ('OK')	image/png	etag:%22e2e14e8c2d33d11:0%22	https://daily.gate.vn/Skin/images/warning-sign.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/warning-sign.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:32	1546/1546	---M--	200	added ('OK')	image/png	etag:%2267eb9b46adcd11:0%22	https://daily.gate.vn/Skin/images/icon-checked.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-checked.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:32	282/282	---M--	200	added ('OK')	image/png	etag:%22cfdd60e09910d11:0%22	https://daily.gate.vn/Skin/images/nav-first-bg.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/nav-first-bg.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:32	245/245	---M--	200	added ('OK')	image/png	etag:%2244c3c2209b10d11:0%22	https://daily.gate.vn/Skin/images/nav-first-bg-active.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/nav-first-bg-active.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:33	289/289	---M--	200	added ('OK')	image/png	etag:%224c3389f9a10d11:0%22	https://daily.gate.vn/Skin/images/nav-last-bg.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/nav-last-bg.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:33	244/244	---M--	200	added ('OK')	image/png	etag:%22887f975b9b10d11:0%22	https://daily.gate.vn/Skin/images/nav-last-bg-active.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/nav-last-bg-active.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:33	11458/11458	---M--	200	added ('OK')	image/png	etag:%22dce67cbf111d11:0%22	https://daily.gate.vn/Skin/images/cskh.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/cskh.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:33	5053/5053	---M--	200	added ('OK')	image/png	etag:%2290b8bafd4b57d11:0%22	https://daily.gate.vn/Skin/images/icon_top.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon_top.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:34	2667/2667	---M--	200	added ('OK')	image/png	etag:%227b58ecbc99ed11:0%22	https://daily.gate.vn/Skin/images/new_bg_btn_1.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/new_bg_btn_1.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:34	1489/1489	---M--	200	added ('OK')	image/png	etag:%223bf4692dc99ed11:0%22	https://daily.gate.vn/Skin/images/new_bg_btn_2.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/new_bg_btn_2.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:34	2306/2306	---M--	200	added ('OK')	image/png	etag:%22bcdd243c99ed11:0%22	https://daily.gate.vn/Skin/images/new_bg_btn_3.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/new_bg_btn_3.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:34	1150/1150	---M--	200	added ('OK')	image/png	etag:%2207459a062c0d11:0%22	https://daily.gate.vn/Skin/images/menu_account_icon_1.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/menu_account_icon_1.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:35	1175/1175	---M--	200	added ('OK')	image/png	etag:%2203645ac62c0d11:0%22	https://daily.gate.vn/Skin/images/menu_account_icon_2.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/menu_account_icon_2.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:35	1229/1229	---M--	200	added ('OK')	image/png	etag:%220719db462c0d11:0%22	https://daily.gate.vn/Skin/images/menu_account_icon_3.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/menu_account_icon_3.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:35	1994/1994	---M--	200	added ('OK')	image/png	etag:%2206773a096c0d11:0%22	https://daily.gate.vn/Skin/images/icon10.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon10.png	(from https://daily.gate.vn/Skin/css/style.css)
20:33:36	3980/3980	---M--	200	added ('OK')	image/png	etag:%22b14c2d5ac94d11:0%22	https://daily.gate.vn/Skin/images/logo-w.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/logo-w.png	(from https://daily.gate.vn/dang-ky/)
20:33:36	26355/26355	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:35%20GMT	https://daily.gate.vn/login/	E:/FPT/Template/Template/daily.gate.vn/login/index.html	(from https://daily.gate.vn/dang-ky/)
20:33:36	10416/10416	---M-Z	200	added ('OK')	application/x-javascript	etag:%2280dff65681b2d11:0%22	https://daily.gate.vn/home/register/default.js	E:/FPT/Template/Template/daily.gate.vn/home/register/default.js	(from https://daily.gate.vn/dang-ky/)
20:33:36	1502/1502	---M--	200	added ('OK')	image/png	etag:%22bb0206d73dd11:0%22	https://daily.gate.vn/Skin/images/icon-gate.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-gate.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:36	33540/33540	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:32%20GMT	https://daily.gate.vn/phan-phoi-game/	E:/FPT/Template/Template/daily.gate.vn/phan-phoi-game/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:36	162/162	---M--	302	error ('Found')	text/html	date:Wed,%2012%20Sep%202018%2013:33:33%20GMT	https://daily.gate.vn/nap-ggold/	E:/FPT/Template/Template/daily.gate.vn/nap-ggold/index.html	(from https://daily.gate.vn/dang-ky/)
20:33:36	3360/3360	---M--	200	added ('OK')	image/png	etag:%22d1f3f56773dd11:0%22	https://daily.gate.vn/Skin/images/icon-zing.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-zing.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:36	40675/40675	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:33%20GMT	https://daily.gate.vn/the-game-online/the-zing-xu/	E:/FPT/Template/Template/daily.gate.vn/the-game-online/the-zing-xu/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:37	2581/2581	---M--	200	added ('OK')	image/png	etag:%2287c34d5c73dd11:0%22	https://daily.gate.vn/Skin/images/icon-vcoin.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-vcoin.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:37	41813/41813	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:33%20GMT	https://daily.gate.vn/the-game-online/the-vcoin/	E:/FPT/Template/Template/daily.gate.vn/the-game-online/the-vcoin/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:37	2634/2634	---M--	200	added ('OK')	image/png	etag:%22847ccf5673dd11:0%22	https://daily.gate.vn/Skin/images/icon-oncash.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-oncash.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:37	40702/40702	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:33%20GMT	https://daily.gate.vn/the-game-online/the-ongame/	E:/FPT/Template/Template/daily.gate.vn/the-game-online/the-ongame/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:37	2260/2260	---M--	200	added ('OK')	image/png	etag:%2283d8dd6273dd11:0%22	https://daily.gate.vn/Skin/images/icon-garena.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-garena.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:37	40702/40702	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:33%20GMT	https://daily.gate.vn/the-game-online/the-garena/	E:/FPT/Template/Template/daily.gate.vn/the-game-online/the-garena/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:37	4290/4290	---M--	200	added ('OK')	image/png	etag:%22c315314af33ed11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/viettel.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/viettel.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:38	4165/4165	---M--	200	added ('OK')	image/png	etag:%2244336526f33ed11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/mobifone.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/mobifone.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:38	43131/43131	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:34%20GMT	https://daily.gate.vn/the-dien-thoai/the-mobi/	E:/FPT/Template/Template/daily.gate.vn/the-dien-thoai/the-mobi/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:38	3977/3977	---M--	200	added ('OK')	image/png	etag:%225e892165f33ed11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/vinaphone.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/vinaphone.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:38	43172/43172	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:34%20GMT	https://daily.gate.vn/the-dien-thoai/the-vina/	E:/FPT/Template/Template/daily.gate.vn/the-dien-thoai/the-vina/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:38	4561/4561	---M--	200	added ('OK')	image/png	etag:%22e2c06479f33ed11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/vietnam.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/vietnam.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:38	42834/42834	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:37%20GMT	https://daily.gate.vn/the-dien-thoai/the-vietnammobile/	E:/FPT/Template/Template/daily.gate.vn/the-dien-thoai/the-vietnammobile/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:38	4892/4892	---M--	200	added ('OK')	image/png	etag:%22d533aefff23ed11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/gmobile.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/gmobile.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:38	42600/42600	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:37%20GMT	https://daily.gate.vn/the-dien-thoai/the-gmobile/	E:/FPT/Template/Template/daily.gate.vn/the-dien-thoai/the-gmobile/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	1203/1203	---M--	200	added ('OK')	image/png	etag:%229c34424873dd11:0%22	https://daily.gate.vn/Skin/images/icon-other.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/icon-other.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	95689/95689	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:38%20GMT	https://daily.gate.vn/the-dien-thoai/mua-nhieu-loai-the-cao/	E:/FPT/Template/Template/daily.gate.vn/the-dien-thoai/mua-nhieu-loai-the-cao/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	37056/37056	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:35%20GMT	https://daily.gate.vn/nap-dien-thoai-tra-truoc/	E:/FPT/Template/Template/daily.gate.vn/nap-dien-thoai-tra-truoc/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	1935/1935	---M--	200	added ('OK')	image/jpeg	etag:%22ae38ab65e42bd11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/icon-gate.jpg	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/icon-gate.jpg	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	36168/36168	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:35%20GMT	https://daily.gate.vn/nap-dien-thoai/tra-truoc-nhieu-so/	E:/FPT/Template/Template/daily.gate.vn/nap-dien-thoai/tra-truoc-nhieu-so/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	37990/37990	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:38%20GMT	https://daily.gate.vn/nap-game-online/nap-gate/	E:/FPT/Template/Template/daily.gate.vn/nap-game-online/nap-gate/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	1866/1866	---M--	200	added ('OK')	image/jpeg	etag:%22495ccd90e42bd11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/icon-zing.jpg	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/icon-zing.jpg	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	37996/37996	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:38%20GMT	https://daily.gate.vn/nap-game-online/nap-zingxu/	E:/FPT/Template/Template/daily.gate.vn/nap-game-online/nap-zingxu/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	1876/1876	---M--	200	added ('OK')	image/jpeg	etag:%225baffcfe6547d11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/icon-ongate.jpg	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/icon-ongate.jpg	(from https://daily.gate.vn/gioi-thieu/)
20:33:39	37996/37996	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:38%20GMT	https://daily.gate.vn/nap-game-online/nap-ongate/	E:/FPT/Template/Template/daily.gate.vn/nap-game-online/nap-ongate/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:40	1912/1912	---M--	200	added ('OK')	image/jpeg	etag:%226bbe81126647d11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/icon-ongame.jpg	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/icon-ongame.jpg	(from https://daily.gate.vn/gioi-thieu/)
20:33:40	37996/37996	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:38%20GMT	https://daily.gate.vn/nap-game-online/nap-ongame/	E:/FPT/Template/Template/daily.gate.vn/nap-game-online/nap-ongame/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:40	5480/5480	---M--	200	added ('OK')	image/png	etag:%22d8f443eb6947d11:0%22	https://daily.gate.vn/Skin/images/Logo_Mobile/icon-sim.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logo_Mobile/icon-sim.png	(from https://daily.gate.vn/gioi-thieu/)
20:33:40	2452/2452	---M-Z	200	added ('OK')	application/x-javascript	etag:%224535c27ccbfd11:0%22	https://daily.gate.vn/Skin/master_page/product.master.js	E:/FPT/Template/Template/daily.gate.vn/Skin/master_page/product.master.js	(from https://daily.gate.vn/gioi-thieu/)
20:33:40	36191/36191	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:36%20GMT	https://daily.gate.vn/chuyen-tien-sim-da-nang/nap-mload/	E:/FPT/Template/Template/daily.gate.vn/chuyen-tien-sim-da-nang/nap-mload/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:40	36191/36191	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:40%20GMT	https://daily.gate.vn/chuyen-tien-sim-da-nang/nap-eload/	E:/FPT/Template/Template/daily.gate.vn/chuyen-tien-sim-da-nang/nap-eload/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:40	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Sep%202018%2013:33:40%20GMT	https://daily.gate.vn/gioi-thieu/javascript	E:/FPT/Template/Template/daily.gate.vn/gioi-thieu/javascript.89.delayed	(from https://daily.gate.vn/gioi-thieu/)
20:33:41	36191/36191	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:38%20GMT	https://daily.gate.vn/chuyen-tien-sim-da-nang/nap-mlpay/	E:/FPT/Template/Template/daily.gate.vn/chuyen-tien-sim-da-nang/nap-mlpay/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:41	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Sep%202018%2013:33:40%20GMT	https://daily.gate.vn/gioi-thieu/chuyentien-confirm.html	E:/FPT/Template/Template/daily.gate.vn/gioi-thieu/chuyentien-confirm.8a.delayed	(from https://daily.gate.vn/gioi-thieu/)
20:33:41	36191/36191	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Sep%202018%2013:33:38%20GMT	https://daily.gate.vn/chuyen-tien-sim-da-nang/nap-ezpay/	E:/FPT/Template/Template/daily.gate.vn/chuyen-tien-sim-da-nang/nap-ezpay/index.html	(from https://daily.gate.vn/gioi-thieu/)
20:33:41	2145/2145	---M-Z	200	added ('OK')	application/x-javascript	etag:%2295a154e6f711d11:0%22	https://daily.gate.vn/Skin/js/menuleft.js?id=1	E:/FPT/Template/Template/daily.gate.vn/Skin/js/menuleft681a.js	(from https://daily.gate.vn/gioi-thieu/)
20:33:41	3366/3366	---M--	200	added ('OK')	image/jpeg	etag:%225c5012c8efdbd11:0%22	https://daily.gate.vn/Skin/images/Logos/Gate.jpg	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logos/Gate.jpg	(from https://daily.gate.vn/chinh-sach/)
20:33:42	3360/3360	---M--	200	added ('OK')	image/png	etag:%22d1f3f56773dd11:0%22	https://daily.gate.vn/Skin/images/Logos/Zing.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logos/Zing.png	(from https://daily.gate.vn/chinh-sach/)
20:33:42	2581/2581	---M--	200	added ('OK')	image/png	etag:%2287c34d5c73dd11:0%22	https://daily.gate.vn/Skin/images/Logos/vcoin.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logos/vcoin.png	(from https://daily.gate.vn/chinh-sach/)
20:33:42	23666/23666	---M--	200	added ('OK')	image/png	etag:%225edfca39e52bd11:0%22	https://daily.gate.vn/Skin/images/Logos/ongame.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logos/ongame.png	(from https://daily.gate.vn/chinh-sach/)
20:33:42	2260/2260	---M--	200	added ('OK')	image/png	etag:%2283d8dd6273dd11:0%22	https://daily.gate.vn/Skin/images/Logos/garena.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/Logos/garena.png	(from https://daily.gate.vn/chinh-sach/)
20:33:43	2091/2091	---M-Z	200	added ('OK')	application/x-javascript	etag:%226b784bbc3e20d11:0%22	https://daily.gate.vn/Skin/master_page/policy.master.js	E:/FPT/Template/Template/daily.gate.vn/Skin/master_page/policy.master.js	(from https://daily.gate.vn/chinh-sach/)
20:33:43	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Sep%202018%2013:33:42%20GMT	https://daily.gate.vn/chinh-sach/javascript	E:/FPT/Template/Template/daily.gate.vn/chinh-sach/javascript.92.delayed	(from https://daily.gate.vn/chinh-sach/)
20:33:43	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Sep%202018%2013:33:40%20GMT	https://daily.gate.vn/chinh-sach/chuyentien-confirm.html	E:/FPT/Template/Template/daily.gate.vn/chinh-sach/chuyentien-confirm.93.delayed	(from https://daily.gate.vn/chinh-sach/)
20:33:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Sep%202018%2013:33:54%20GMT	https://daily.gate.vn/dia-diem-giao-dich/javascript	E:/FPT/Template/Template/daily.gate.vn/dia-diem-giao-dich/javascript.94.delayed	(from https://daily.gate.vn/dia-diem-giao-dich/)
20:33:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Sep%202018%2013:33:56%20GMT	https://daily.gate.vn/dia-diem-giao-dich/chuyentien-confirm.html	E:/FPT/Template/Template/daily.gate.vn/dia-diem-giao-dich/chuyentien-confirm.95.delayed	(from https://daily.gate.vn/dia-diem-giao-dich/)
20:33:58	1397/1397	---M--	200	added ('OK')	image/png	etag:%222eed516ac49ed11:0%22	https://daily.gate.vn/Skin/images/sprite_new_icon_1.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/sprite_new_icon_1.png	(from https://daily.gate.vn/huong-dan/huong-dan-nap-tien-mat-unc/)
20:33:58	1095/1095	---M--	200	added ('OK')	image/png	etag:%22cea9b72c49ed11:0%22	https://daily.gate.vn/Skin/images/sprite_new_icon_2.png	E:/FPT/Template/Template/daily.gate.vn/Skin/images/sprite_new_icon_2.png	(from https://daily.gate.vn/huong-dan/huong-dan-nap-tien-mat-unc/)
